table_id	distance	counterfactual_hypothesis	counterfactual label	original_hypothesis	original_label	strategies	counterfactual_table_rows
T1618A	0.0	Jupiter and Io is housed in a private collection.	E	Jupiter and Io is housed in a private collection.	C	100000	['Location']
T1618A	0.0	Jupiter and Io took half a decade to paint.	E	Jupiter and Io took half a decade to paint.	C	100000	['Year']
T1618A	0.0	Jupiter and lo, an oil painting at the Kunsthistorisches Museum, is a work from the 16th century.	C	Jupiter and lo, an oil painting at the Kunsthistorisches Museum, is a work from the 16th century.	E	100000	['Year', 'Medium', 'Location']
T1618A	0.0	The painting, Jupiter and lo, is a fine example of watercolors.	E	The painting, Jupiter and lo, is a fine example of watercolors.	C	100000	['Medium']
T1618A	0.5118645469148755	Jupiter and Io was Antonio da Correggio's final work inspired by his lifetime 	N	Jupiter and Io was Antonio da Correggio's final work.	N	000100	['Artist']
T1618A	0.739977547195673	The painting, Jupiter and lo, is on display at the private collection of James Cameron.	N	The painting, Jupiter and lo, is on display at the Kunsthistorisches Museum.	N	000100	['Location']
T1618A	0.9075061891339116	Jupiter and Io is gifted to the individual currently owning it privately.	N	Jupiter and Io is on loan to the Kunsthistorisches Museum.	N	000010	['Location']
T1618B	0.2233775302034316	At it's widest point, Jupiter and Io was less than five feet long.	E	At it's widest point, Jupiter and Io was more than five feet long.	E	010000	['Dimensions']
T1618B	0.2315312398631573	Jupiter and Io is a modern work of art.	C	Jupiter and Io is a 16th century work of art.	E	010000	['Year']
T1618B	0.27412021094335914	Jupiter and lo, an oil painting at the Fife Museum, is a work from the 14th century.	C	Jupiter and lo, an oil painting at the Kunsthistorisches Museum, is a work from the 16th century.	E	010000	['Year', 'Medium', 'Location']
T1618B	0.34575226831291533	The painting, Jupiter and lo, is a fine example of oil on canvas.	C	The painting, Jupiter and lo, is a fine example of watercolors.	C	010000	['Medium']
T1618B	0.4461257050524473	Jupiter and Io took a year to paint.	E	Jupiter and Io took half a decade to paint.	C	010000	['Year']
T1618B	0.5982695352713104	Jupiter and Io was Antonio da Correggio's final oil painting work completed in  1533.	N	Jupiter and Io was Antonio da Correggio's final work.	N	001000	['Artist', 'Year', 'Medium']
T1618B	0.6226537313479185	Jupiter and Io is currently in a Museum in Scotland.	E	Jupiter and Io is housed in a private collection.	C	010000	['Location']
T1618B	0.8491614185981684	Jupiter and Io painted by Antonio da Correggio is on loan to the Fife Museum since 1800s.	N	Jupiter and Io is on loan to the Kunsthistorisches Museum.	N	001000	['Location', 'Artist']
T1618B	0.9531105977759898	The oil painting, Jupiter and lo, is not on display currently at the Museum of Arts, Fife because of it's bad shape.	N	The painting, Jupiter and lo, is on display at the Kunsthistorisches Museum.	N	001000	['Medium', 'Location']
T1390A	0.0	Cape Cross is a stallion sharing a history with Ahonoora and Green Desert.	C	Cape Cross is a stallion sharing a history with Ahonoora and Green Desert.	E	100000	['Sex', 'Sire', 'Grandsire']
T1390A	0.0	Cape Cross' color is the same as its sire's name.	E	Cape Cross' color is the same as its sire's name.	C	100000	['Colour', 'Sire']
T1390A	0.0	Cape Cross' sire was Green Desert and his grandsire was Danzig.	C	Cape Cross' sire was Green Desert and his grandsire was Danzig.	E	100000	['Sire', 'Grandsire']
T1390A	0.0	The horse Cape Cross made over a million dollars.	E	The horse Cape Cross made over a million dollars.	C	100000	['Earnings']
T1390A	0.0	The horse Cape Cross was a male horse.	C	The horse Cape Cross was a male horse.	E	100000	['Sex']
T1390A	0.3863472839309831	Ireland is the country where Cape Cross was fouled in 1994 by breeder Marvel Co..	N	Ireland is the country where Cape Cross was fouled in 1994.	N	001000	['Breeder', 'Foaled', 'Country']
T1390A	0.47779431824607854	Marvel Co. was the breeder of Cape Cross since 1994.	E	Godolphin Racing has been the owner of Cape Cross since 1994.	C	000100	['Breeder']
T1390A	0.5346860003729141	Cape Cross was bred in Ireland by Marvel Co. for Kenji Kodama.	N	Cape Cross was bred for Godolphin Racing.	N	001000	['Country', 'Breeder']
T1390A	0.5500682860597395	The mare Cape Cross born in 1994 won most of their races.	N	The horse Cape Cross won most of their races.	N	001000	['Foaled', 'Sex']
T1390B	0.0	The horse Cape Cross made over a 200 million dollars.	E	The horse Cape Cross made over a million dollars.	C	010000	['Earnings']
T1390B	0.0	Cape Cross' color is the not same as its sire's name.	E	Cape Cross' color is the same as its sire's name.	C	010000	['Colour', 'Sire']
T1390B	0.14118540749043226	The horse Cape Cross was a female horse.	C	The horse Cape Cross was a male horse.	E	010000	['Sex']
T1390B	0.1470828246691704	Cape Cross' sire was Green Desert and his damsire was Danzig.	C	Cape Cross' sire was Green Desert and his grandsire was Danzig.	E	010000	['Dam', 'Sire']
T1390B	0.2731868694015503	Muscogee is the country where Cape Cross was fouled in 1994.	N	Ireland is the country where Cape Cross was fouled in 1994.	N	000100	['Foaled']
T1390B	0.27373275919139384	Shadwell Estate Co. has been the owner of Cape Cross since 1994.	E	Godolphin Racing has been the owner of Cape Cross since 1994.	C	010000	['Breeder']
T1390B	0.2905059880566694	Cape Cross is a mare sharing a history with  Admiral and Green Desert.	C	Cape Cross is a stallion sharing a history with Ahonoora and Green Desert.	E	010000	['Damsire', 'Sex', 'Sire']
T1390B	0.32720248472117097	Cape Cross was bred for Nigel Twiston-Davies.	N	Cape Cross was bred for Godolphin Racing.	N	000100	['Trainer']
T1390B	0.35012157028848945	The horse Cape Cross lost most of their races.	N	The horse Cape Cross won most of their races.	N	000100	[]
T557A	0.0	Club is a Carbonated soft drink Manufactured by Britvic Ireland	C	Club is a Carbonated soft drink Manufactured by Britvic Ireland	E	100000	['Manufacturer', 'Type']
T557A	0.0	Club is an Irish beverage.	C	Club is an Irish beverage.	E	100000	['Country of origin']
T557A	0.0	Club is an Irish soft drink.	C	Club is an Irish soft drink.	E	100000	['Country of origin']
T557A	0.3393232857486725	Club manufactured by Britvic Ireland comes in many different flavors, like Orange and Grape.	N	Club comes in many different flavors, like Orange and Grape.	N	001000	['Manufacturer']
T557A	0.35623014388028507	Club is Manufactured only in Mexico and is not exported.	N	Club is Manufactured only in Ireland	N	000100	['Country of origin']
T557A	0.5259900558616379	Club is a sweet sugary beverage introduced in 1995.	N	Club is a sweet sugary beverage.	N	001000	['Introduced']
T557A	0.6092108004997845	Club not have any orange flavored variant	E	Club is an orange juice	C	010000	['Variants']
T557A	0.9340106758376956	 Club was introduced first in 1995 and now also have other variants.	E	Club has never changed their recipe for the drink.	C	000010	['Introduced', 'Variants']
T557A	1.0428417534373118	Club is available in other variants too.	E	Club is the most popular soft drink in the world.	C	000010	['Variants']
T557B	0.0	Club is an Irish snacks.	C	Club is an Irish beverage.	E	010000	['Country of origin', 'Type']
T557B	0.33737293209472013	Club is an Indian soft drink.	C	Club is an Irish soft drink.	E	010000	['Country of origin']
T557B	0.3693583331051695	Club is a Carbonated soft drink Manufactured by Coca Cola	C	Club is a Carbonated soft drink Manufactured by Britvic Ireland	E	010000	['Manufacturer', 'Type']
T557B	0.5454703025921583	Club is an carbonated soft drink	E	Club is the most popular soft drink in the world.	C	010000	['Type']
T557B	0.6343549774313	Club is available for sell only in Ireland where it is manufactured.	N	Club is Manufactured only in Ireland	N	000100	['Country of origin']
T557B	0.8966878329390728	Club is a carbonated beverage sold in many countries.	N	Club comes in many different flavors, like Orange and Grape.	N	000100	['Type']
T557B	0.9682328887761533	Club was introduced outside Ireland in 1970	N	Club has never changed their recipe for the drink.	C	000010	[]
T557B	1.0309370799431858	Club is clear soft drink manufactured by Infinitum Nihil.	E	Club is a sweet sugary beverage.	N	000010	['Colour', 'Manufacturer']
T557B	1.0548535849286955	Club has made a Diet variant of it's original Club.	E	Club is an orange juice	C	000010	['Variants']
T557C	0.230134785627121	Club is a Carbonated soft drink Manufactured by StudioCanal since 1940	C	Club is a Carbonated soft drink Manufactured by Britvic Ireland	E	001000	['Manufacturer', 'Type', 'Introduced']
T557C	0.6422429727642681	Club has changed their recipe for the drink while making it's new variants.	E	Club has never changed their recipe for the drink.	C	000100	['Variants']
T557C	0.6635695141309508	Club is an carbonated soft drink produced since 1995	E	Club is the most popular soft drink in the world.	C	001000	['Introduced', 'Type']
T557C	0.7455784975447556	Club is an Turkish beverage manufactured by Infinitum Nihil.	C	Club is Manufactured only in Ireland	N	000001	['Country of origin', 'Manufacturer']
T557C	0.7513299019696323	Club is an Irish soft drink which also come in diet variant.	C	Club is an Irish soft drink.	E	001000	['Variants', 'Country of origin']
T557C	0.8648039994025403	Club is Manufactured only in many countries outside Turkey where it originated.	N	Club comes in many different flavors, like Orange and Grape.	N	000010	[]
T557C	0.9545832335899855	Club have a range of color based on it's variants.	E	Club is an orange juice	C	000010	['Colour']
T557C	1.120351570654117	Club has many variants but less number of variants then Coco-Cola	N	Club is a sweet sugary beverage.	N	000010	['Variants']
T557C	1.1910955022262597	Club has partnership with Coca Cola and have developed a related product coco cola with lemon.	N	Club is an Irish beverage.	E	000010	['Related products']
T816A	0.0	Both men and women competed together in the Curling at the XXIII Olympic Winter Games.	C	Both men and women competed together in the Curling at the XXIII Olympic Winter Games.	N	000001	['No. of events']
T816A	0.0	Curling in the XXIII Olympic Winter Games took place over 2 weeks with 3 main events.	C	Curling in the XXIII Olympic Winter Games took place over 2 weeks with 3 main events.	E	100000	['Dates', 'No. of events']
T816A	0.0	Curling originally originated as a sport in Candlewick.	N	Curling originally originated as a sport in Sweden.	N	001000	['Venue']
T816A	0.0	There were over 50 countries involved.	E	There were over 150 countries involved.	C	010000	['Competitors']
T816A	0.0	The Curling at the XXIII Olympic Winter Games happened in the winter.	E	The Curling at the XXIII Olympic Winter Games happened in february.	E	000100	['Dates']
T816A	0.0	Curling at the Gangneug Gymnasium during the Olympics had women's events.	E	Curling at the Gangneug Gymnasium during the Olympics had no women's events.	C	010000	['No. of events']
T816A	0.045004398709386585	Curling in the 2018 Winter Olympics saw under 100 men and women compete over 2 weeks.	E	Curling in the 2018 Winter Olympics saw under 100 men and women compete over 4 weeks.	C	100000	['Competitors']
T816A	0.33123334816944106	Some nations only contributed one participant to Curling at the XXIII Olympic Winter Games.	E	Some nations only contributed women to Curling at the XXIII Olympic Winter Games.	N	000100	['Competitors']
T816A	0.458360956194447	The XXIII Olympic Winter Games were the twenty-third Olympic Winter Games.	E	The XXIII Olympic Winter Games took place in 2018.	E	000010	[]
T816B	0.0	Curling in the 2018 Winter Olympics saw under 100 men and women compete over 4 weeks.	C	Curling in the 2018 Winter Olympics saw under 100 men and women compete over 4 weeks.	C	010000	['Competitors', 'Dates']
T816B	0.0	The XXIII Olympic Winter Games took place in 2018.	N	The XXIII Olympic Winter Games took place in 2018.	E	000001	['Dates']
T816B	0.0	There were over 150 countries involved.	C	There were over 150 countries involved.	C	100000	['Competitors']
T816B	0.0	Curling originally originated as a sport in Gangneung.	N	Curling originally originated as a sport in Sweden.	N	001000	['Venue']
T816B	0.0	The Curling at the XXIII Olympic Winter Games happened in the summer.	C	The Curling at the XXIII Olympic Winter Games happened in february.	E	010000	['Dates']
T816B	0.03273049273728214	Curling in the XXIII Olympic Winter Games took place over 4 weeks with 3 main events.	C	Curling in the XXIII Olympic Winter Games took place over 2 weeks with 3 main events.	E	100000	['Dates', 'No. of events']
T816B	0.2356678073348999	Curling at the Gangneug Gymnasium during the Olympics had no men's events.	C	Curling at the Gangneug Gymnasium during the Olympics had no women's events.	C	000100	['No. of events']
T816B	0.33123334816944106	Some nations only contributed more than one participant to Curling at the XXIII Olympic Winter Games.	C	Some nations only contributed women to Curling at the XXIII Olympic Winter Games.	N	000100	['Competitors']
T816B	0.43517235954412337	Men and women had an unequal number of events in  Curling at the XXIII Olympic Winter Games.	C	Both men and women competed together in the Curling at the XXIII Olympic Winter Games.	N	000010	['No. of events']
T1241A	0.0	Consoles with 128 bytes of RAM are compatible with joysticks.	E	Consoles with 128 bytes of RAM are not compatible with joysticks.	C	010000	['Controller input', 'Memory']
T1241A	0.0	The Atari 2600 was discontinued 14 years after being released in Europe.	C	The Atari 2600 was discontinued 14 years after being released in Europe.	E	100000	['Lifespan', 'Release date', 'Discontinued']
T1241A	0.20617311398649218	Atari 2600 is an Indian video game console.	C	Atari 2600 is an American video game console.	E	010000	['Type', 'Release date']
T1241A	0.20696921834532106	Atari 2600 had 128 bytes RAM and 16-bit MOS Technology 6507 @ 1.19 MHz.	C	Atary 2600 had 64 bytes RAM and 16-bit MOS Technology 6507 @ 1.19 MHz.	C	000001	['CPU', 'Memory']
T1241A	0.23219448794027656	Atari 2600 also known as Club Colectiv Tragedy is manufactured Atari, Inc. is a second generation home video game console.	C	Atari 2600 also known as Atari VCS is manufactured Atari, Inc. is a second generation home video game console.	E	100000	['Also known as', 'Manufacturer', 'Generation', 'Type']
T1241A	0.24681215263372197	Atari 2600's introductory price was US$200 million in 1977 and, while it was preceded by Wilberforce,  it was the most expensive home video game console at that time.	N	Atari 2600's introductory price was US$199 in 1977 and it was the most expensive home video game console at that time.	N	001000	['Lifespan', 'Introductory price', 'Predecessor', 'Type']
T1241A	0.5063779267414331	Atari 2600 cost $200 million when it was discontinued in 1992 and was succeedded by the Atari 5200.	N	Atari 2600 cost $199 when it was discontinued.	N	001000	['Successor', 'Introductory price', 'Discontinued', 'Lifespan']
T1241A	0.5390109297360975	Atari 2600 had multiple controller inputs.	E	Atari 2600 came with multiple controller inputs included.	N	010000	['Controller input']
T1241A	0.8160417549578429	Atari 2600 was sold in at least two countries.	E	Atari 2600 was sold only domestically.	C	000010	['Release date']
T1730A	0.0	Jon Hamm and Jennifer Westfeldt married before Hamm began acting.	E	Jon Hamm and Jennifer Westfeldt married before Hamm began acting.	C	100000	['Years active', 'Partner(s)']
T1730A	0.0	Jon Hamm couldn't graduated from college.	C	Jon Hamm graduated from college.	E	010000	['Alma mater']
T1730A	0.0	Jon Hamm graduated from the University of his home state.	C	Jon Hamm graduated from the University of his home state.	E	100000	['Alma mater', 'Born']
T1730A	0.0	Jon Hamm has been active for more than 25 years.	E	Jon Hamm has been active for more than 25 years.	C	100000	['Years active']
T1730A	0.0	Jon Hamm has been active since his teens.	E	Jon Hamm has been active since his teens.	C	100000	['Born', 'Years active']
T1730A	0.0	Jon Hamm is a middle-aged actor.	C	Jon Hamm is a middle-aged actor.	E	100000	['Born']
T1730A	0.44788155520216366	Jon Hamm has won awards for his singing.	N	Jon Hamm has won awards for his acting roles.	N	001000	['Occupation']
T1730A	0.500563601316215	Jon Hamm graduated from Penn State University with a bachelor's degree in business.	N	Jon Hamm graduated with a bachelor's degree in business.	N	001000	['Alma mater']
T1730A	0.7124683260917664	Jon Hamm was an occulist before he was an singer.	N	Jon Hamm was a producer before he was an actor.	N	001000	['Occupation']
T1730B	0.0	Jon Hamm and Jennifer Westfeldt married before Hamm began acting.	E	Jon Hamm and Jennifer Westfeldt married before Hamm began acting.	C	100000	['Partner(s)', 'Years active', 'Occupation']
T1730B	0.0	Jon Hamm graduated from the University of his home state.	C	Jon Hamm graduated from the University of his home state.	E	100000	['Born', 'Alma mater']
T1730B	0.0	Jon Hamm has been active for more than 25 years.	E	Jon Hamm has been active for more than 25 years.	C	100000	['Years active']
T1730B	0.0	Jon Hamm has been active since his teens.	E	Jon Hamm has been active since his teens.	C	100000	['Years active', 'Born']
T1730B	0.0	Jon Hamm has won awards in 1986 - 2001 for his acting roles.	N	Jon Hamm has won awards for his acting roles.	N	001000	['Years active', 'Occupation']
T1730B	0.0	Jon Hamm is an old-aged actor.	C	Jon Hamm is a middle-aged actor.	E	010000	['Born', 'Occupation']
T1730B	0.40976648670070304	Jon Hamm graduated from college in 1968.	C	Jon Hamm graduated from college.	E	010000	['Alma mater', 'Born']
T1730B	0.4265973569877557	Jon Hamm graduated with a bachelor's degree in business and a minor degree in acting.	N	Jon Hamm graduated with a bachelor's degree in business.	N	001000	['Alma mater']
T1730B	0.8675060505527258	Jon Hamm was a singer after he married Jennifer Westfeldt.	N	Jon Hamm was a producer before he was an actor.	N	001100	['Partner(s)', 'Occupation']
T1730C	0.0	Jon Hamm graduated from the University of his home state.	C	Jon Hamm graduated from the University of his home state.	E	100000	['Born', 'Alma mater']
T1730C	0.0	Jon Hamm has been active for more than 25 years.	E	Jon Hamm has been active for more than 25 years.	C	100000	['Years active', 'Occupation']
T1730C	0.0	Jon Hamm has been active since his teens.	E	Jon Hamm has been active since his teens.	C	100000	['Born', 'Years active']
T1730C	0.0	Jon Hamm was a producer before he was an actor.	N	Jon Hamm was a producer before he was an actor.	N	100000	['Occupation']
T1730C	0.26875254961878065	Jon Hamm and Jennifer Westfeldt married 10 years after Hamm began acting.	E	Jon Hamm and Jennifer Westfeldt married before Hamm began acting.	C	000100	['Partner(s)', 'Years active']
T1730C	0.40976648670070304	Jon Hamm graduated from college in Sydney.	C	Jon Hamm graduated from college.	E	010000	['Alma mater']
T1730C	0.5144745836804281	Jon Hamm has won awards for his acting roles since 1987.	N	Jon Hamm has won awards for his acting roles.	N	001000	['Occupation', 'Years active']
T1730C	0.5550096534190182	Jon Hamm graduated from Gaiety School of Acting with a bachelor's degree in business.	N	Jon Hamm graduated with a bachelor's degree in business.	N	001000	['Alma mater']
T1730C	1.1623111478072625	Jon Hamm is a trained younng acter graduated Gaiety School of Acting.	C	Jon Hamm is a middle-aged actor.	E	001000	['Alma mater', 'Born']
T741A	0.0	David Duchovny lives in the western U.S.	C	David Duchovny lives in the western U.S.	E	100000	['Residence']
T741A	0.0	Duchovny has been acting for more than 10 years.	E	Duchovny has been acting for about 10 years.	C	110000	['Years active']
T741A	0.0	David Duchovny went to college in Canada.	C	David Duchovny went to college in the USA.	E	110000	['Alma mater']
T741A	0.0	David Duchovny has been acting since the 1990s.	E	David Duchovny has been acting since the 1960s.	C	010000	['Years active']
T741A	0.46447135481027685	David Duchovny made his acting debut at the age of 7.	E	David Duchovny made his big screen debut at the age of 24.	C	110000	['Born', 'Years active']
T741A	0.5143066314025104	David Duchovny was once married to Chris Robinson for about over 15 years.	C	David Duchovny was once married to Tea Leona for about over 15 years.	E	100000	['Spouse(s)']
T741A	0.6228064309272497	David Duchovny had his only child with Chris Robinson.	N	David Duchovny had both his children with TŽa Leoni.	N	000100	[]
T741A	0.7605706838872858	David Duchovny studied mechanical engineering in MIT	N	David Duchovny studied English at Princeton.	N	000100	[]
T741A	0.8922388070514576	New York born artist Duchovny is well-known for his role on The X-Files as Fox Mulder.	N	Duchovny is well-known for his role on The X-Files as Fox Mulder.	N	001000	[]
T741B	0.0	David Duchovny lives in the western U.S.	C	David Duchovny lives in the western U.S.	E	100000	['Residence']
T741B	0.0	David Duchovny was once married to Tea Leona for about over 15 years.	C	David Duchovny was once married to Tea Leona for about over 15 years.	E	100000	['Spouse(s)']
T741B	0.0	David Duchovny went to college in the USA.	C	David Duchovny went to college in the USA.	E	100000	['Alma mater']
T741B	0.0	Duchovny has been acting for about 30 years.	E	Duchovny has been acting for about 10 years.	C	010000	['Years active']
T741B	0.0	David Duchovny made his big screen debut at the age of 27.	E	David Duchovny made his big screen debut at the age of 24.	C	010000	['Born', 'Years active']
T741B	0.6449381195160151	1960 born actor Duchovny is well-known for his role on The X-Files as Fox Mulder.	N	Duchovny is well-known for his role on The X-Files as Fox Mulder.	N	001000	[]
T741B	0.7093932900608625	The actor David Duchovny studied English at University of Southern France	N	David Duchovny studied English at Princeton.	N	001000	[]
T741B	0.7514965452971458	David Duchovny had two fo his three children with TŽa Leoni.	N	David Duchovny had both his children with TŽa Leoni.	N	000100	[]
T741B	0.792246481365464	David Duchovny is an actor who is currently active.	E	David Duchovny has been acting since the 1960s.	C	010000	['Years active']
T274A	0.0	Fawad Khan has been performing music for over twenty years.	E	Fawad Khan has been performing music for over twenty years.	C	100000	['Years active']
T274A	0.0	Fawad Khan is a Pakistani entertainer.	C	Fawad Khan is a Pakistani entertainer.	E	100000	['Nationality']
T274A	0.0	Fawad Khan is a very famous model and actor not only just a musician.	C	Fawad Khan is a very famous model and actor not only just a musician.	E	100000	['Occupation']
T274A	0.0	Fawad Khan married his spouse after he became active in the entertainment industry.	E	Fawad Khan married his spouse before he became active in the entertainment industry.	C	010000	['Spouse(s)', 'Years active']
T274A	0.4490859876205217	Fawad Khan born on 29 November 1981 in Karachi, Sindh, Pakistanhas won many awards including a gramy in the USA.	N	Fawad Khan has won many awards including a gramy in the USA.	N	001000	[]
T274A	0.4790249934733734	Fawad Khan studied to become a computer programmer at National University of Computer and Emerging Sciences before becoming an entertainer.	N	Fawad Khan studied to become a computer programmer before becoming an entertainer.	N	001000	[]
T274A	0.5287681351938248	Fawad Khan was signed to Mercury after he married Beth Britt.	C	Fawad Khan was signed to Lips Music when he married Sadaf Khan.	E	110000	['Labels', 'Spouse(s)']
T274A	0.965350193469196	Fawad Khan is famous for multiple songs.	E	Fawad Khan did a record with Jay Z that was very popular.	C	010000	['Known for']
T274A	1.0230609520071745	Singer Fawad Khan's child is in his teens.	N	Fawad Khan's children are both in their teens.	N	001000	[]
T274B	0.0	Fawad Khan did a record with Jay Z that was very popular.	E	Fawad Khan did a record with Jay Z that was very popular.	C	100000	['Known for']
T274B	0.0	Fawad Khan married his spouse before he became active in the entertainment industry.	E	Fawad Khan married his spouse before he became active in the entertainment industry.	C	100000	['Spouse(s)', 'Years active']
T274B	0.0	Fawad Khan was signed to Lips Music when he married Theresie Liebe.	C	Fawad Khan was signed to Lips Music when he married Sadaf Khan.	E	100000	['Labels', 'Spouse(s)']
T274B	0.0	Fawad Khan's children are both adults.	N	Fawad Khan's children are both in their teens.	N	000100	[]
T274B	0.3344194945365936	Fawad Khan whose birthname is Kaitlin Willow Olson studied to become a computer programmer before becoming an entertainer.	N	Fawad Khan studied to become a computer programmer before becoming an entertainer.	N	001000	[]
T274B	0.42279156038302185	Fawad Khan is an Indian entertainer.	C	Fawad Khan is a Pakistani entertainer.	E	010000	['Nationality']
T274B	0.5427961055825232	Fawad Khan began performing music in the 21st century.	E	Fawad Khan has been performing music for over twenty years.	C	000100	['Years active']
T274B	0.5458565538050303	The pakistani singer and actor Fawad Khan has won many awards including a gramy in the USA.	N	Fawad Khan has won many awards including a gramy in the USA.	N	001000	[]
T274B	0.652032923818171	Fawad Khan is not famous as an actor.	C	Fawad Khan is a very famous model and actor not only just a musician.	E	010000	['Known for']
T1436A	0.0	Kate Micucci got married when she was in her 30s.	C	Kate Micucci got married when she was in her 30s.	E	100000	['Spouse(s)', 'Born']
T1436A	0.0	Kate Micucci got married when they were 38 years old.	C	Kate Micucci got married when they were 38 years old.	E	100000	['Born', 'Spouse(s)']
T1436A	0.0	Kate Micucci has been performing since she was in her teens.	E	Kate Micucci has been performing since she was in her teens.	C	100000	['Born', 'Years active']
T1436A	0.0	Kate Micucci's Birthday falls on the last day of the month.	C	Kate Micucci's Birthday falls on the last day of the month.	E	100000	['Born']
T1436A	0.0	Kate Micucci began singing before they became a Actor.	N	Kate Micucci began singing before they became a comedian.	N	000100	[]
T1436A	0.34316517410523595	Kate Micucci went to college in a different country than were she was born in.	E	Kate Micucci went to college in the same state they were born in.	C	010000	['Alma mater', 'Born']
T1436A	0.4578545917773526	Kate Micucci has had a career for more than a decade.	E	Kate Micucci has had a career for more than two decades.	C	010000	['Years active']
T1436A	0.5985384700540453	Kate Micucci born in April 4,1990 , Gladewater, Texas, lived on the east coast all her music producing year..	N	Kate Micucci lived on the east coast all her life.	N	001000	[]
T1436A	1.1064378851405643	Kate Micucci went to Peking opera school to experience Chinese culture..	N	Kate Micucci was a comedian before she was a singer-songwriter.	N	000010	[]
T1436B	0.0	Kate Micucci has had a career for more than two decades.	E	Kate Micucci has had a career for more than two decades.	C	100000	['Years active']
T1436B	0.0	Kate Micucci went to college in the same state they were born in.	E	Kate Micucci went to college in the same state they were born in.	C	100000	['Alma mater', 'Born']
T1436B	0.0	Kate Micucci has been performing since before she was in her teens.	E	Kate Micucci has been performing since she was in her teens.	C	100000	['Born', 'Years active']
T1436B	0.0	Kate Micucci got married when before they were 20 years old.	C	Kate Micucci got married when they were 38 years old.	E	110000	['Born', 'Spouse(s)']
T1436B	0.18237940730519295	Kate Micucci's Birthday falls on the first day of the month.	C	Kate Micucci's Birthday falls on the last day of the month.	E	010000	['Born']
T1436B	0.24743901638627194	Kate Micucci didn't get married in her 20s.	C	Kate Micucci got married when she was in her 30s.	E	110000	['Spouse(s)']
T1436B	0.8472445550386993	Kate Micucci born in Manhattan, New York, lived in the United States all her life.	N	Kate Micucci lived on the east coast all her life.	N	001000	[]
T1436B	0.8623809854634417	Kate Micucci was a record producer before she was a singer-songwriter.	N	Kate Micucci was a comedian before she was a singer-songwriter.	N	000100	[]
T1436B	0.9968602544569671	Kate Micucci bwent to Power Memorial as it was close to home.	N	Kate Micucci began singing before they became a comedian.	N	000010	[]
T146A	0.0	Jeff Bridges has a brother and a sister.	C	Jeff Bridges has a brother and a sister.	N	100000	['Family']
T146A	0.0	Jeff Bridges has been a performer since they were 2 years old.	C	Jeff Bridges has been a performer since they were 2 years old.	E	100000	['Born', 'Years active']
T146A	0.0	Jeff Bridges has had five children.	E	Jeff Bridges has had five children.	C	100000	['Children']
T146A	0.0	Jeff Bridges has been active in his career for less than 15 years.	E	Jeff Bridges has been active in his career for less than 60 years.	C	110000	['Years active']
T146A	0.18856286456152796	Jeff Bridges was born in the summer of 1970.	C	Jeff Bridges was born in the Winter of 1949.	E	010000	['Born']
T146A	0.2439529975236058	Beau Bridges mother is  Dorothy Bridges.	E	Beau Bridges mother is Susan Geston.	C	110000	['Parent(s)']
T146A	0.2626696824967861	Jeff Bridges prefers composing things to singing.	N	Jeff Bridges prefers singing to composing things.	N	000100	[]
T146A	0.3678666572743627	Jeff Bridges father of 5 has lived their entire life in USA.	N	Jeff Bridges has lived their entire life in California.	N	001000	[]
T146A	0.5678318251734825	Jeff Bridges was born in the Los Angeles in summer season.	C	Jeff Bridges was born in the winter of 1949.	E	010000	['Born']
T146B	0.0	Jeff Bridges has a brother and a sister.	E	Jeff Bridges has a brother and a sister.	N	100000	['Family']
T146B	0.18856286456152796	Jeff Bridges was born in the Summer of 1975 in Minnesota.	C	Jeff Bridges was born in the Winter of 1949.	E	010000	['Born']
T146B	0.4066321661299166	Jeff Bridges has just a single child.	E	Jeff Bridges has had five children.	C	110000	['Children']
T146B	0.44548600823489554	Jeff Bridges was born in the United Kingdom in winter of 1975.	C	Jeff Bridges was born in the winter of 1949.	E	010000	['Born']
T146B	0.46023211475185954	Jeff Bridges has been active in his career for more than a decade.	E	Jeff Bridges has been active in his career for less than 60 years.	C	010000	['Years active']
T146B	0.4704650073963165	Jeff Bridges has lived their entire life in California with his borther Beau Bridges.	N	Jeff Bridges has lived their entire life in California.	N	001000	[]
T146B	0.5443922431560122	Jeff Bridges prefers singing to composing things since he married Susan in 2000.	N	Jeff Bridges prefers singing to composing things.	N	001000	[]
T146B	0.5871591039273917	Beau Bridges spouse is Susan Geston who he married after starting his career.	E	Beau Bridges mother is Susan Geston.	C	000010	['Spouse(s)', 'Years active']
T146B	0.6529931248707993	Jeff Bridges has been a performer after he got married.	C	Jeff Bridges has been a performer since they were 2 years old.	E	010000	['Spouse(s)', 'Years active']
T1601A	0.0	Jimmy Eat World has been making music for more than 25 years.	C	Jimmy Eat World has been making music for more than 25 years.	E	100000	['Years active']
T1601A	0.06331914130551634	The band Jimmy Eat World has been on more than 5 labels in their music career.	E	The band Jimmy Eat World has only been on 2 labels over their music career.	C	010000	['Labels']
T1601A	0.17110360479381567	Emo and power pop group, Jimmy Eat World is from the southwest United States.	C	Emo pop group, Jimmy Eat World is from the southwest United States.	E	100000	['Origin']
T1601A	0.2444305374806464	They've won no awards throughout their long career.	N	They've won many awards throughout their long career.	N	000100	[]
T1601A	0.34012115746471283	Jimmy Eat World is an European band.	C	Jimmy Eat World is from the state of Arizona.	E	010000	['Origin']
